2023-12-20 14:08:48,940 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,474 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,474 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,474 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,474 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,474 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,475 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,476 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,476 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,476 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,477 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:34:37,477 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:34:37,477 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:34:37,477 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:34:37,477 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:41:13,357 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,357 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,357 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,357 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,357 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Order Accepted', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,358 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,359 - INFO - ('Sammer', 'Order Packed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,359 - INFO - ('Sammer', 'Returned', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,359 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,359 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,359 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,360 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:41:13,361 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,361 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,361 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,362 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,362 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,362 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,362 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:41:13,362 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:41:13,362 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:41:13,362 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:41:13,362 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:43:03,713 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,714 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Order Accepted', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Order Packed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,715 - INFO - ('Sammer', 'Returned', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,716 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:43:03,717 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,717 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:43:03,718 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:43:03,718 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:43:03,718 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:43:03,718 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:46:57,200 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,200 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,200 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,200 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,200 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Order Accepted', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,201 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Order Packed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Returned', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,202 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 14:46:57,203 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 14:46:57,204 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:46:57,204 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 14:46:57,204 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 14:46:57,205 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 15:09:43,809 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Order Accepted', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,901 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,902 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,902 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,902 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,902 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Order Packed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Returned', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,903 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,904 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:09:43,905 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 15:09:43,905 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 15:09:43,905 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 15:09:43,906 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 15:11:17,895 - ERROR - Error in get_all_addresss: 'Cwoss' object has no attribute 'select_cwos_by_year'
2023-12-21 15:11:58,116 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,118 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,118 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,118 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,118 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Order Accepted', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Order Packed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Returned', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
